,MX导弹议案:?,MX导弹议案:n,MX导弹议案:y,免税出口决议案:?,免税出口决议案:n,免税出口决议案:y,党派:democrat,党派:republican,医生费用冻结议案:?,医生费用冻结议案:n,医生费用冻结议案:y,南非出口管理决议案:?,南非出口管理决议案:n,南非出口管理决议案:y,反卫星禁试决议:?,反卫星禁试决议:n,反卫星禁试决议:y,合成燃料公司削减决议:?,合成燃料公司削减决议:n,合成燃料公司削减决议:y,援助尼加拉瓜反政府:?,援助尼加拉瓜反政府:n,援助尼加拉瓜反政府:y,教育支出决议:?,教育支出决议:n,教育支出决议:y,校园宗教团体决议:?,校园宗教团体决议:n,校园宗教团体决议:y,残疾人婴幼儿法案:?,残疾人婴幼儿法案:n,残疾人婴幼儿法案:y,水项目费用分摊:?,水项目费用分摊:n,水项目费用分摊:y,犯罪决议案:?,犯罪决议案:n,犯罪决议案:y,移民决议案:?,移民决议案:n,移民决议案:y,萨尔瓦多援助:?,萨尔瓦多援助:n,萨尔瓦多援助:y,超级基金起诉权:?,超级基金起诉权:n,超级基金起诉权:y,预算决议案:?,预算决议案:n,预算决议案:y
126,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
127,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
128,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
129,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
130,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
131,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
132,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
133,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
134,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
135,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
136,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
137,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
138,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
139,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
140,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
141,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
142,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
143,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
144,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
145,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
146,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
147,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
148,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
149,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
150,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
151,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
152,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
153,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
154,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
155,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
156,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
157,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
158,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
159,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True
160,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
161,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
162,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
163,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
164,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
165,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
166,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
167,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
168,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
169,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
170,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
171,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
172,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
173,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
174,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
175,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
176,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
177,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
178,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
179,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
180,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
181,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
182,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
183,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
184,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
185,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
186,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
187,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
188,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
189,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
190,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
191,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
192,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
193,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
194,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
195,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
196,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
197,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
198,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
199,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
200,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
201,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
202,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
203,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
204,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
205,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
206,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
207,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
208,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
209,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
210,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
211,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
212,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
213,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
214,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
215,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
216,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
217,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
218,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
219,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
220,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
221,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
222,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
223,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
224,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
225,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
226,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
227,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
228,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
229,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
230,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
231,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
232,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
233,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
234,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
235,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
236,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
237,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
238,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
239,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
240,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
241,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
242,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
243,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
244,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
245,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
246,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
247,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
248,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
249,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
250,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
251,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
252,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
253,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
254,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
255,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
256,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
